Fri Jan 09 2026 10:22:25 GMT-0500 (Eastern Standard Time) - Run Time: 2826ms

Cross Tabulation Query Form - Trip - 2022

Row: 2022 TTS zone of destination - tts22_dest
Column: Primary travel mode of trip - mode_prime


Filters:
Regional municipality of household - region_hhld In 1

Trip 2022 
Table: 

,Transit excluding GO rail,Cycle,Auto driver,E-scooter,GO rail only,Joint GO rail and local transit,Motorcycle,Other,Auto passenger,School bus,Taxi passenger,Paid rideshare,Walk
4602,0,0,9,0,0,0,0,0,19,0,0,0,0
4603,0,0,43,0,0,0,0,0,0,0,0,0,0
4604,0,0,23,0,0,0,0,0,0,0,0,0,0
4605,0,0,45,0,0,0,0,0,12,0,0,0,0
4606,0,0,4,0,0,0,0,0,0,0,0,0,0
4607,0,0,26,0,0,0,0,0,0,0,0,0,0
4608,0,0,34,0,0,0,0,0,0,0,0,0,0
4609,0,0,48,0,0,0,0,0,0,0,0,0,0
4610,0,0,15,0,0,0,0,0,0,0,0,0,0
4611,0,0,23,0,0,0,0,0,0,0,0,28,0
4612,0,0,44,0,0,0,0,0,6,0,0,0,0
4613,0,0,176,0,0,0,0,0,54,70,0,0,0
4614,26,0,89,0,0,0,0,0,0,0,0,0,0
4615,0,0,65,0,0,0,0,0,7,0,0,0,0
4617,0,0,86,0,0,19,0,0,0,0,0,0,0
4618,0,0,17,0,0,0,0,0,0,0,0,0,0
4619,0,0,173,0,0,0,0,0,0,0,0,109,0
4620,0,0,20,0,0,0,0,0,0,0,0,0,0
4621,0,0,172,0,0,0,0,0,76,0,0,0,0
4622,0,0,10,0,0,0,0,0,0,0,0,0,0
4624,0,0,71,0,0,0,0,0,0,0,0,0,0
4625,0,0,47,0,0,0,0,0,26,0,0,0,0
4627,0,0,72,0,0,0,0,0,9,0,0,0,0
4628,0,0,25,0,0,0,0,0,0,0,0,0,0
4629,0,0,200,0,0,0,0,0,29,0,0,0,0
4630,17,0,0,0,0,0,0,0,0,0,0,0,0
4631,0,0,196,0,0,0,0,0,88,0,0,0,0
4632,29,0,100,0,0,0,0,0,87,0,0,0,0
4633,0,0,44,0,0,0,0,0,28,0,0,0,0
4634,0,0,45,0,0,0,0,0,0,8,0,0,0
4635,0,0,52,0,0,0,55,0,0,0,0,0,0
4636,56,0,211,0,0,0,0,0,15,0,0,0,0
4637,0,0,280,0,0,0,0,0,32,0,0,0,0
4638,0,0,30,0,0,0,0,0,30,0,0,0,0
4640,0,0,0,0,0,4,0,0,0,0,0,0,0
4641,82,0,226,0,0,0,0,0,0,0,0,0,0
4642,0,0,368,0,0,0,0,0,62,0,0,0,0
4644,0,0,574,0,0,4,0,20,46,0,0,81,0
4645,0,0,15,0,0,0,0,0,0,0,0,0,0
4646,0,0,50,0,0,0,0,0,0,0,0,0,0
4647,0,0,87,0,0,0,0,0,0,0,0,0,0
4648,0,0,13,0,0,0,0,0,0,0,0,0,0
4649,0,0,6,0,0,0,0,0,0,0,0,0,0
4650,0,0,161,0,0,0,0,0,0,0,0,0,0
4651,63,0,211,0,0,0,0,0,8,0,0,0,0
4652,0,0,53,0,0,24,0,0,53,0,0,0,0
4653,0,0,28,0,0,8,0,0,0,0,0,0,0
4654,0,0,14,0,0,27,0,0,14,0,0,0,0
4655,0,0,6,0,0,0,0,0,6,0,0,0,0
4656,634,4,913,0,0,13,0,0,92,35,64,19,0
4657,19,0,578,0,0,0,0,0,19,0,0,0,0
4658,6,0,97,0,0,0,0,0,0,0,0,0,0
4659,0,0,33,0,0,0,0,0,33,0,0,0,0
4662,0,0,109,0,0,0,0,0,18,0,0,0,14
4663,0,0,160,0,0,0,0,0,4,0,0,0,0
4664,0,0,173,0,0,0,0,0,0,0,0,0,0
4666,0,0,52,0,0,0,0,0,0,0,0,0,0
4668,0,0,5,0,0,0,0,0,5,0,0,0,0
4669,0,0,15,0,0,0,0,0,0,0,0,0,0
4670,0,0,529,0,0,11,0,0,26,0,0,41,0
4671,0,0,88,0,0,0,0,0,0,0,0,0,0
4672,0,0,142,0,0,0,0,0,0,0,0,0,31
4673,0,0,389,0,0,0,0,0,107,0,0,0,31
4676,0,0,91,0,0,0,0,0,20,0,0,0,0
4677,0,0,59,0,0,0,0,0,12,0,0,0,0
4678,0,0,61,0,0,0,0,0,0,58,0,0,0
4679,106,0,84,0,0,0,0,0,0,0,0,0,0
4680,0,0,26,0,0,0,0,0,0,0,0,0,0
4681,0,0,12,0,0,0,0,0,12,0,0,0,0
4682,0,0,182,0,0,0,0,0,6,0,0,0,0
4683,0,0,69,0,0,0,0,0,0,0,0,0,0
4684,0,0,7,0,0,0,0,0,4,0,0,0,0
4685,0,0,46,0,0,0,0,0,0,0,0,0,0
4687,0,0,306,0,0,0,0,0,0,0,0,0,0
4688,0,0,8,0,0,0,0,0,0,0,0,0,0
4691,0,0,0,0,0,0,0,0,25,0,0,0,0
4692,0,0,90,0,0,0,0,0,0,0,0,0,0
4694,9,0,539,0,0,0,0,0,50,0,0,0,0
4695,250,0,263,0,0,0,0,0,0,0,0,0,27
4696,0,0,274,0,0,6,0,0,0,0,0,0,0
4697,0,0,162,0,0,0,0,0,0,0,0,0,0
4698,0,0,37,0,0,0,0,0,17,0,0,17,0
4699,0,0,193,0,0,0,0,0,0,0,0,0,0
4701,0,0,130,0,0,0,0,0,0,0,0,0,0
4702,0,0,21,0,0,0,0,0,0,0,0,0,0
4703,35,0,258,0,0,0,0,0,30,0,0,0,0
4706,0,0,45,0,0,0,0,0,6,0,0,0,0
4707,0,0,11,0,0,0,0,0,0,0,0,0,0
4708,0,0,90,0,0,0,0,0,0,0,0,0,0
4709,0,0,55,0,0,0,0,0,0,0,0,0,0
4710,0,0,0,0,7,0,0,0,0,0,0,0,0
4711,22,0,356,0,0,0,0,0,0,0,0,0,0
4712,0,0,48,0,0,0,0,0,10,0,0,0,0
4713,0,0,122,0,0,0,0,0,0,0,0,0,0
4714,15,0,284,0,0,6,0,0,12,0,0,0,0
4716,0,0,25,0,0,0,0,0,0,0,0,0,0
4717,0,0,31,0,0,0,0,0,0,0,0,0,0
4718,0,0,107,0,0,0,0,0,0,0,0,0,0
4719,0,0,112,0,0,0,0,0,36,0,0,0,0
4724,0,0,30,0,0,0,0,0,30,0,0,0,0
4725,0,0,11,0,0,0,0,0,0,0,0,0,0
4727,0,0,60,0,0,0,0,0,0,0,0,0,0
4728,0,0,3,0,0,0,0,0,7,0,0,0,0
4730,0,0,39,0,0,0,0,0,0,0,0,0,0
4731,138,0,264,0,0,17,0,0,0,0,0,0,0
4732,0,0,318,0,0,0,0,0,54,0,0,0,0
4733,0,0,5,0,0,0,0,0,0,0,0,0,0
4734,82,0,195,0,0,0,0,0,35,0,0,0,0
4735,54,0,33,0,0,0,0,0,0,0,0,0,0
4736,0,0,141,0,0,0,0,0,0,0,0,0,0
4737,0,0,69,0,0,0,0,0,0,0,0,0,0
4738,0,0,30,0,0,0,0,0,0,0,0,0,0
4739,121,0,89,0,0,0,0,0,0,0,0,0,0
4740,29,0,444,0,0,0,0,0,0,0,0,0,0
4741,129,0,193,0,0,0,0,0,16,0,0,0,0
4743,0,0,111,0,0,0,0,0,53,0,0,0,0
4745,0,0,52,0,9,0,0,0,0,0,0,0,0
4747,0,0,28,0,0,0,0,0,0,0,0,0,0
4748,52,0,347,0,0,0,0,0,15,0,0,0,27
4749,0,0,23,0,0,0,0,0,12,0,0,0,0
4751,63,0,0,0,0,0,0,0,0,0,0,0,0
4752,0,0,31,0,0,0,0,0,0,0,0,0,0
5001,0,0,3,0,0,0,0,0,3,0,0,0,0
5002,0,0,13,0,0,0,0,0,0,0,0,0,0
5003,0,0,84,0,0,0,0,0,0,0,0,0,0
5004,0,0,37,0,4,0,0,0,0,0,0,0,0
5005,0,0,16,0,0,0,0,0,0,0,0,0,0
5008,0,0,0,0,0,0,0,0,27,0,0,0,0
5009,0,0,30,0,0,0,0,0,30,0,0,0,0
5012,0,0,11,0,0,0,0,0,0,0,0,0,0
5014,0,0,16,0,0,0,0,0,0,0,0,0,0
5015,0,0,12,0,0,0,0,0,0,0,0,0,0
5018,0,0,9,0,0,0,0,0,0,0,0,0,0
5023,0,0,0,0,0,0,0,0,0,0,0,16,0
5024,0,0,184,0,0,0,0,0,0,0,0,0,0
5025,0,0,55,0,0,0,0,0,0,0,0,0,0
5026,0,0,37,0,0,0,0,0,0,0,0,0,0
5027,0,0,122,0,0,0,0,0,0,0,0,0,0
5028,0,0,52,0,0,0,0,0,0,0,0,0,0
5029,0,0,54,0,0,8,0,0,10,0,0,0,0
5030,0,0,57,0,0,0,0,0,0,0,0,0,0
5034,0,0,101,0,0,0,0,0,0,0,0,0,0
5037,0,0,8,0,0,0,0,0,0,0,0,0,0
5040,0,0,89,0,0,0,0,0,0,0,0,0,0
5041,0,0,29,0,0,0,0,0,0,0,0,0,0
5044,0,0,3,0,0,0,0,0,0,0,0,0,0
5048,0,0,10,0,0,0,0,0,10,0,0,0,0
5049,0,0,0,0,13,0,0,0,0,0,0,0,0
5050,0,0,46,0,0,0,0,0,0,0,0,0,0
5066,0,0,5,0,0,0,0,0,0,0,0,0,0
5067,0,0,3,0,0,0,0,0,3,0,0,0,0
5068,0,0,9,0,0,0,0,0,0,0,0,0,0
5070,0,0,3,0,0,0,0,0,0,0,0,0,0
5074,0,0,0,0,15,0,0,0,0,0,0,0,0
5075,0,0,13,0,0,0,0,0,0,0,0,0,0
5076,0,0,23,0,0,0,0,0,0,0,0,0,0
5078,0,0,73,0,0,0,0,0,145,0,0,0,0
5083,0,0,21,0,4,0,0,0,26,0,0,0,0
5087,0,0,5,0,0,0,0,0,0,0,0,0,0
5091,0,0,6,0,0,0,0,0,0,0,0,0,0
5092,0,0,6,0,0,0,0,0,0,0,0,0,0
5094,0,0,17,0,0,0,0,0,0,0,0,0,0
5096,0,0,8,0,0,0,0,0,0,0,0,0,0
5097,0,0,16,0,0,0,0,0,0,0,0,0,0
5104,0,0,35,0,0,25,0,0,0,0,0,0,0
5105,0,0,295,0,0,0,0,0,86,0,0,0,0
5106,0,0,8,0,0,0,0,0,0,0,0,0,0
5107,0,0,4,0,0,0,0,0,0,0,0,0,0
5108,0,0,55,0,0,8,0,0,9,0,0,0,0
5109,0,0,15,0,0,0,0,0,16,0,0,0,0
5113,0,0,0,0,0,0,0,0,54,0,0,0,0
5116,0,0,26,0,0,0,0,0,0,0,0,0,0
5117,0,0,0,0,0,0,0,0,27,0,0,0,0
5122,0,0,19,0,0,0,0,0,0,0,0,0,0
5123,0,0,22,0,0,0,0,0,0,0,0,0,0
5125,0,0,30,0,0,0,0,0,30,0,0,0,0
5131,0,0,7,0,0,0,0,0,0,0,0,0,0
5133,0,0,46,0,0,0,0,0,92,0,0,0,0
5134,0,0,42,0,0,0,0,0,0,0,0,0,0
5135,0,0,12,0,0,0,0,0,0,0,0,0,0
5136,0,0,35,0,0,22,0,0,0,0,0,0,0
5137,0,0,170,0,0,0,0,0,57,0,0,0,0
5139,0,0,172,0,0,0,0,0,0,0,0,0,0
5140,0,0,53,0,0,0,0,0,0,0,0,0,0
5141,0,0,60,0,0,0,0,0,13,0,0,0,0
5142,0,0,195,0,0,0,0,0,0,0,0,0,0
5143,0,0,5,0,0,0,0,0,0,0,0,0,0
5144,0,0,15,0,0,0,0,0,0,0,0,0,0
5145,0,0,15,0,0,0,0,0,0,0,0,0,0
5146,0,0,59,0,0,11,34,0,0,0,0,0,0
5147,0,0,24,0,0,0,0,0,0,0,0,0,0
5148,0,0,15,0,0,0,0,0,0,0,0,0,0
5149,0,0,29,0,0,0,0,0,0,0,0,0,0
5150,0,0,61,0,0,0,0,0,0,0,0,0,0
5151,0,0,115,0,0,13,0,0,0,0,0,0,0
5152,0,0,164,0,0,0,0,0,6,0,0,0,0
5153,0,0,114,0,0,0,0,0,0,0,0,0,0
5154,0,0,44,0,0,0,0,0,11,0,0,0,0
5155,0,0,10,0,0,0,0,0,0,0,0,0,0
5156,0,0,94,0,0,0,0,0,86,0,0,0,0
5158,0,0,8,0,0,0,0,0,0,0,0,0,0
5159,0,0,56,0,0,0,0,0,0,0,0,0,0
5160,0,0,46,0,0,0,0,0,0,0,0,0,0
5161,0,0,150,0,0,0,0,0,0,13,0,0,0
5162,0,0,60,0,0,0,0,0,0,0,0,0,0
5163,0,0,0,0,0,0,0,0,0,9,0,0,0
5164,0,0,182,0,0,0,0,0,0,0,0,0,0
5166,35,0,247,0,0,0,0,0,186,0,0,0,32
5167,0,0,38,0,0,0,0,0,12,0,0,0,0
5168,0,0,55,0,0,0,0,0,0,0,0,0,0
5171,0,0,5,0,0,0,0,0,5,0,0,0,0
5172,54,0,0,0,0,0,0,0,0,0,0,0,0
5173,0,0,22,0,0,0,0,0,0,0,0,0,0
5174,0,0,241,0,0,0,0,0,0,0,0,0,0
5176,0,0,0,0,0,0,0,0,13,0,0,0,0
5177,0,0,19,0,0,0,0,0,0,0,0,0,0
5180,0,0,25,0,0,0,0,0,0,0,0,0,0
5183,0,0,148,0,0,0,0,0,0,0,0,0,0
5185,0,0,14,0,0,0,0,0,0,0,0,0,0
5187,0,0,18,0,0,0,0,0,0,0,0,0,0
5191,0,0,35,0,0,0,0,0,0,0,0,0,0
5195,0,0,85,0,0,0,0,0,34,0,0,0,0
5197,0,0,82,0,0,0,0,0,82,0,0,0,0
5198,0,0,66,0,0,0,0,0,0,0,0,0,0
5199,0,0,67,0,0,0,0,0,6,0,0,0,32
5200,0,0,89,0,0,0,0,0,0,0,0,0,0
5201,0,0,115,0,0,23,0,0,0,0,0,0,0
5202,0,0,0,0,17,4,0,0,0,0,0,0,0
5203,0,0,87,0,0,0,0,0,25,0,0,0,0
5204,0,0,92,0,0,14,0,0,0,0,0,0,0
5205,0,0,62,0,5,0,0,0,0,0,0,0,0
5206,0,0,0,0,0,0,0,0,42,0,0,0,0
5207,0,0,15,0,0,0,0,0,0,0,0,0,0
5209,0,0,271,0,0,0,0,0,9,0,0,29,0
5210,0,0,182,0,3,0,0,0,48,0,20,0,0
5211,0,0,21,0,0,0,0,0,19,0,0,0,0
5212,0,0,22,0,0,0,0,0,0,0,0,0,0
5213,0,0,55,0,0,0,0,0,0,0,0,0,0
5214,0,0,4,0,0,0,0,0,0,0,0,0,0
5215,0,0,150,0,0,0,0,0,0,0,0,0,0
5216,0,0,5,0,0,10,0,0,0,0,0,0,0
5217,0,0,72,0,0,0,0,0,55,0,0,0,0
5220,0,0,50,0,0,0,0,0,28,0,0,0,0
5221,0,0,25,0,0,0,0,0,0,0,0,0,0
5223,0,0,3,0,0,0,0,0,3,0,0,0,0
5224,0,0,44,0,0,0,0,0,0,0,0,0,0
5225,0,0,31,0,0,0,0,0,0,0,0,0,0
5228,0,0,11,0,0,0,0,0,0,0,0,0,0
5229,0,0,13,0,0,0,0,0,0,0,0,0,0
5230,0,0,83,0,0,0,0,0,0,0,0,0,0
5231,0,0,0,0,0,0,0,0,23,0,0,0,0
5232,0,0,110,0,0,0,0,0,40,0,0,0,0
5233,0,0,93,0,0,0,0,0,0,0,0,0,0
5237,0,0,7,0,0,0,0,0,0,0,0,0,0
5238,0,14,91,0,0,0,0,0,0,0,0,0,0
5241,0,0,153,0,0,0,0,0,0,0,0,0,0
5243,0,0,7,0,0,0,0,0,0,0,0,0,0
5244,0,0,7,0,0,6,0,0,0,0,0,0,0
5248,0,0,50,0,0,0,0,0,0,0,0,0,0
5249,0,0,27,0,0,0,0,0,0,0,0,0,0
5254,0,0,28,0,0,0,0,0,0,0,0,0,0
5258,0,0,91,0,0,0,0,0,0,0,0,0,0
5263,0,0,6,0,0,0,0,0,0,0,0,0,0
5266,0,0,14,0,0,0,0,0,0,0,0,0,0
5267,0,0,60,0,0,0,0,0,0,0,0,0,0
5268,0,0,17,0,0,0,0,0,0,0,0,0,0
5269,0,0,97,0,0,0,0,0,22,0,0,0,0
5271,0,0,18,0,0,0,0,0,0,0,0,0,0
5272,0,0,16,0,0,0,0,0,0,0,0,0,0
5275,0,0,73,0,0,0,0,0,6,0,0,0,0
5276,0,0,4,0,0,0,0,0,0,0,0,0,0
5277,0,0,8,0,0,0,0,0,0,0,0,0,0
5278,0,0,7,0,0,0,0,0,0,0,0,0,0
5279,0,0,73,0,0,0,0,0,0,0,0,0,0
5280,0,0,8,0,0,0,0,0,8,0,0,0,0
5281,0,0,4,0,0,0,0,0,4,0,0,0,0
5283,0,0,10,0,0,0,0,0,0,0,0,0,0
5284,0,0,0,0,0,22,0,0,0,0,0,0,0
5285,0,0,27,0,0,0,0,0,0,0,0,0,0
5286,0,0,23,0,0,0,0,0,7,0,0,0,0
5289,0,0,0,0,0,0,0,0,5,0,0,0,0
5292,0,0,21,0,0,0,0,0,0,0,0,0,0
5294,25,0,136,0,0,26,0,0,62,0,40,0,72
5296,0,0,9,0,0,0,0,0,0,0,0,0,0
5297,0,0,183,0,0,0,0,0,24,0,0,0,0
5299,0,0,16,0,0,0,0,0,0,0,0,0,0
5300,0,0,30,0,0,0,0,0,0,0,0,0,0
5301,0,0,9,0,0,0,0,0,0,0,0,0,0
5302,0,0,90,0,0,0,0,0,0,0,0,0,0
5303,0,0,15,0,0,0,0,0,15,0,0,0,0
5304,49,0,532,0,0,0,0,0,86,0,0,0,0
5305,0,0,115,0,0,0,0,0,0,0,0,0,0
5306,0,0,530,0,0,0,0,0,96,0,0,0,0
5307,0,0,297,0,0,0,0,0,0,0,0,0,0
5309,0,0,118,0,0,0,0,0,0,0,0,0,0
5310,0,0,112,0,0,0,0,0,9,0,0,0,0
5311,0,0,47,0,0,0,0,0,0,0,0,0,0
5312,0,0,8,0,0,0,0,0,0,0,0,0,0
5313,0,0,17,0,0,0,0,0,0,0,0,0,0
5314,0,0,8,0,0,0,0,0,0,0,0,0,0
5315,0,0,80,0,0,0,0,0,26,0,0,0,0
5317,0,0,36,0,0,0,0,0,36,0,0,0,0
5324,0,0,27,0,0,0,0,0,0,0,0,0,0
5326,0,0,0,0,0,0,0,0,7,0,0,0,0
5332,0,0,0,0,0,0,0,0,0,0,0,10,0
5334,0,0,49,0,0,0,0,0,0,0,0,0,0
5335,0,0,0,0,0,0,0,0,0,0,0,30,0
5336,0,0,0,0,0,15,0,0,0,0,0,0,0
5338,0,0,19,0,0,0,0,0,0,0,0,0,0
5339,0,0,9,0,0,0,0,0,0,0,0,0,0
5341,0,0,31,0,0,0,0,0,0,0,0,0,0
5344,0,0,0,0,0,0,0,0,0,0,0,20,0
5347,0,0,9,0,0,0,0,0,5,0,0,0,0
5352,0,0,21,0,0,0,0,0,0,0,0,0,0
5360,0,0,109,0,0,0,0,0,0,0,0,0,0
5362,0,0,47,0,0,0,0,0,0,0,0,0,0
5364,6,0,12,0,0,0,0,0,12,0,0,0,0
5365,0,0,77,0,0,0,0,0,0,0,0,0,0
5366,0,0,0,0,0,0,0,0,46,0,0,0,0
5367,0,0,18,0,0,0,0,0,6,0,0,0,0
5370,0,0,10,0,0,0,0,0,0,0,0,0,0
5376,0,0,13,0,0,0,0,0,0,0,0,0,0
5377,0,0,6,0,0,0,0,0,0,0,0,0,0
5379,0,0,8,0,0,0,0,0,0,0,0,0,0
5380,0,0,58,0,0,0,0,0,23,0,0,0,0
5385,0,0,45,0,0,0,0,0,88,0,0,0,0
5387,0,0,14,0,0,0,0,0,14,0,0,0,0
5388,0,0,19,0,0,0,0,0,0,0,0,0,0
5389,0,0,57,0,0,0,0,0,83,25,0,0,0
5391,0,0,41,0,0,0,0,0,0,0,0,0,0
5394,0,0,4,0,0,0,0,0,0,0,0,0,0
5396,0,0,0,0,0,15,0,0,21,0,0,0,0
5398,0,0,0,0,0,0,0,0,16,0,0,0,0
5400,0,0,71,0,0,0,0,0,24,0,0,0,0
5405,0,0,4,0,0,0,0,0,0,0,0,0,0
5406,0,0,28,0,0,0,0,0,0,0,0,0,0
5407,0,0,22,0,0,0,0,0,0,0,0,0,0
5418,0,0,0,0,0,0,0,0,9,0,0,0,0
5425,0,0,15,0,0,0,0,0,0,0,0,0,0
5428,0,0,4,0,0,0,0,0,0,0,0,0,0
5430,0,0,0,0,0,0,0,0,3,0,0,0,0
5433,0,0,9,0,0,0,0,0,0,0,0,0,0
5434,0,0,75,0,0,0,0,0,0,0,0,0,0
5435,79,0,10,0,0,0,0,0,0,0,0,0,0
5438,0,0,10,0,0,0,0,0,0,0,0,0,0
5440,0,0,42,0,0,0,0,0,0,0,0,0,0
5446,0,0,8,0,0,0,0,0,8,0,0,0,0
5448,0,0,16,0,0,0,0,0,0,0,0,0,0
5458,0,0,58,0,0,0,0,0,0,0,0,0,0
5459,0,0,10,0,0,0,0,0,0,0,0,0,0
5460,0,0,0,0,0,0,0,0,56,0,0,0,0
5461,0,0,10,0,0,0,0,0,10,0,0,0,0
5472,0,0,356,0,0,0,0,0,47,0,0,0,0
5473,0,0,80,0,0,0,0,0,0,0,0,0,0
5475,0,0,14,0,0,0,0,0,0,0,0,0,0
5476,0,0,17,0,0,0,0,0,0,0,0,0,0
5478,0,0,43,0,0,0,0,0,64,84,0,0,0
5479,0,0,42,0,0,0,0,0,0,6,0,0,0
5480,0,0,8,0,0,0,0,0,0,0,0,0,6
5481,0,0,18,0,0,0,0,0,18,0,0,0,0
5486,0,0,25,0,0,0,0,0,25,0,0,0,0
5487,0,0,37,0,0,0,0,0,0,13,0,0,0
5488,0,0,9,0,0,0,0,0,0,0,0,0,0
6001,0,0,6,0,0,0,0,0,0,0,0,0,0
6002,0,0,48,0,0,0,0,0,158,0,0,0,0
6008,0,0,38,0,0,0,0,0,7,0,0,0,0
6010,0,0,12,0,0,0,0,0,0,0,0,0,0
6011,0,0,11,0,0,0,0,0,0,0,0,0,0
6012,0,0,0,0,0,0,0,0,9,0,0,0,0
6013,0,0,29,0,0,0,0,0,0,0,0,0,0
6014,0,0,27,0,0,0,0,0,30,0,0,0,0
6015,0,0,107,6,0,0,0,0,49,0,0,0,0
6018,0,0,46,0,0,0,0,0,0,0,0,0,0
6020,0,0,174,0,0,0,0,0,0,0,0,0,0
6021,0,0,55,0,0,0,0,0,55,0,0,0,0
6026,0,0,25,0,0,0,0,0,0,0,0,0,0
6028,0,0,6,0,0,0,0,0,0,0,0,0,0
6029,0,0,52,0,0,0,0,0,4,0,0,0,0
6030,0,0,114,0,0,0,0,0,29,0,0,0,0
6031,0,0,34,0,0,0,0,0,86,0,0,0,0
6032,0,0,25,0,0,0,0,0,16,0,0,0,0
6033,0,0,33,0,0,7,0,0,0,0,0,0,0
6038,0,0,7,0,0,0,0,0,0,0,0,0,0
6048,0,0,93,0,0,0,0,0,0,0,0,0,0
6050,0,0,0,0,0,16,0,0,0,0,0,0,0
6054,0,0,106,0,0,0,0,0,25,0,0,0,0
6056,0,0,87,0,0,0,0,0,0,0,0,0,0
6057,0,0,25,0,0,0,0,0,0,0,0,0,0
6061,0,0,23,0,0,23,0,0,0,0,0,0,0
6069,0,0,22,0,0,0,0,0,43,0,0,0,0
6088,0,0,91,0,0,0,0,0,0,0,0,0,0
6093,0,0,30,0,0,0,0,0,0,0,0,0,0
6095,0,0,29,0,0,0,0,0,0,0,0,0,0
6098,0,0,20,0,0,0,0,0,0,0,0,0,0
6099,0,0,55,0,0,0,0,0,0,0,0,0,0
6108,0,0,12,0,0,0,0,0,0,0,0,0,0
6120,5,0,0,0,0,0,0,0,0,0,0,0,0
6121,0,0,9,0,0,0,0,0,0,0,0,0,0
6123,0,0,25,0,0,0,0,0,0,0,0,0,0
6131,0,0,34,0,0,0,0,0,0,0,0,0,0
6135,0,0,0,0,0,0,0,0,4,0,0,0,0
6141,4,0,4,0,0,0,0,0,0,0,0,0,0
6142,0,0,76,0,0,0,0,0,0,0,0,0,0
6145,0,0,0,0,0,0,0,0,25,0,0,0,0
6148,0,0,27,0,0,0,0,0,0,0,0,0,0
6158,10,0,24,0,0,0,0,0,0,0,0,0,0
6159,0,0,45,0,0,0,0,0,0,0,0,0,0
6161,38,0,10,0,0,0,0,0,0,0,0,0,0
6162,0,0,88,0,0,0,0,0,0,0,0,0,0
6164,0,0,25,0,0,0,0,0,0,0,0,0,0
6167,0,0,7,0,0,0,0,0,0,0,0,0,0
6170,0,0,24,0,0,0,0,0,24,0,0,0,0
6171,0,0,16,0,0,0,0,0,0,0,0,0,0
6173,0,0,12,0,0,0,0,0,0,0,0,0,0
6175,0,0,6,0,0,0,0,0,0,0,0,0,0
6179,0,0,15,0,0,0,0,0,0,0,0,0,0
6186,0,0,37,0,0,0,0,0,0,0,0,0,0
6190,0,0,23,0,0,0,0,0,0,0,0,0,0
6191,0,0,34,0,0,0,0,0,0,0,0,0,0
6193,0,0,36,0,0,0,0,0,142,0,0,0,0
6194,0,0,57,0,0,0,0,0,8,0,0,0,0
6195,0,0,119,0,0,0,0,0,0,0,0,0,0
6196,0,0,14,0,0,0,0,0,0,0,0,0,0
6197,0,0,27,0,0,0,0,0,0,0,0,0,0
6199,0,0,63,0,0,0,0,0,4,0,0,0,0
6201,0,0,5,0,0,0,0,0,0,0,0,0,0
6203,0,0,50,0,0,0,0,0,0,0,0,0,0
6204,0,0,3,0,0,0,0,0,0,0,0,0,0
6205,0,0,85,0,0,0,0,0,0,0,0,135,0
6207,0,0,13,0,0,0,0,0,0,0,0,0,0
6208,0,0,0,0,0,0,0,0,0,0,0,0,22
6209,0,0,4,0,9,0,0,0,0,0,0,0,94
6211,0,0,16,0,0,0,0,0,0,0,0,0,0
6212,0,0,21,0,0,0,0,0,0,0,0,0,0
6214,0,0,16,0,0,0,0,0,0,0,0,0,0
6215,0,0,11,0,0,0,0,0,0,0,0,0,0
6216,21,0,0,0,0,0,0,0,46,0,0,0,0
6218,38,0,0,0,38,0,0,0,0,0,5,0,38
6220,0,0,44,0,0,0,0,0,18,0,0,0,0
6222,0,0,0,0,22,9,0,0,0,0,0,0,0
6223,0,0,16,0,0,0,0,0,0,0,0,0,0
6224,0,0,4,0,0,23,0,0,0,0,0,0,0
6225,35,0,0,0,0,0,0,0,0,0,0,0,0
6226,0,0,3,0,0,0,0,0,3,0,0,0,0
6229,0,0,0,0,0,0,0,0,0,0,0,0,38
6231,0,0,122,0,0,4,0,0,21,0,0,0,0
6232,0,0,73,0,0,0,0,0,36,0,0,0,0
6233,0,0,3,0,0,0,0,0,0,0,0,0,0
6234,0,0,45,0,0,0,0,0,0,0,0,0,0
6235,0,0,0,0,0,18,0,0,0,0,0,0,0
6236,0,0,35,0,0,0,0,0,31,0,0,0,0
6237,0,0,30,0,0,0,0,0,0,0,0,0,0
6238,0,0,119,0,0,0,0,0,0,0,0,0,0
6239,139,0,100,0,0,0,0,0,0,0,0,0,0
6240,0,0,0,0,0,0,0,0,16,0,0,0,0
6241,0,0,33,0,0,0,0,0,0,0,0,0,0
6243,239,41,523,0,0,62,0,0,44,0,0,0,59
6244,0,0,276,0,0,5,0,0,0,0,0,0,0
6245,0,0,168,0,0,0,0,0,0,0,0,0,0
6246,41,0,56,0,0,0,0,0,4,0,0,0,9
6247,0,0,4,0,0,0,0,0,10,0,0,0,0
6248,0,0,7,0,0,0,0,0,0,0,0,0,0
6249,0,0,27,0,0,0,0,0,0,0,0,0,0
6250,0,0,46,0,0,0,0,0,61,0,0,0,0
6251,0,0,25,0,0,0,0,0,0,0,0,0,0
6253,0,0,10,0,0,0,0,0,0,0,0,0,0
6262,0,0,126,0,0,0,0,0,0,0,0,0,0
6264,0,0,6,0,0,13,0,0,0,0,0,0,0
6265,0,0,91,0,0,0,0,0,0,0,0,0,0
11002,34,0,0,0,0,0,0,0,0,0,0,0,0
11005,0,0,114,0,0,0,0,0,0,0,0,0,0
11013,0,0,9,0,0,0,0,0,9,0,0,0,0
11015,0,0,19,0,0,0,0,0,0,0,0,0,0
11029,0,0,16,0,0,0,0,0,0,0,0,0,0
